"Item_Number","Set_Name","Year","Theme","Ages","Pieces","Unique_Pieces","Price","Amazon_Price","Pages","Minifigures","Packaging","Weight","Size","Availability"
42112,"Concrete Mixer Truck",2020,"Technic","10+",1163,127,119.99,NA,216,0,"Box",NA,"Small","Retail"
41431,"Heartlake City Brick Box",2020,"Friends","5+",321,121,39.99,NA,220,2,"Tub",NA,"Small","Retail"
75181,"Y-wing Starfighter",2018,"Star Wars","14+",1967,359,199.99,NA,220,2,"Box",NA,"Small","LEGO exclusive"
43179,"Mickey Mouse and Minnie Mouse",2020,"Disney","18+",1739,420,179.99,NA,236,0,"Box",NA,"Small","LEGO exclusive"
80011,"Red Son's Inferno Truck",2020,"Monkie Kid","9+",1111,350,119.99,NA,244,5,NA,NA,"Small",NA
40346,"LEGOLAND",2019,NA,"8+",1336,500,NA,NA,256,11,"Box",NA,NA,"LEGOLAND exclusive"
71722,"Skull Sorcerer's Dungeons",2020,"NINJAGO","9+",1171,425,99.99,NA,256,8,"Box",NA,"Small","Retail"
80012,"Monkey King Warrior Mech",2020,"Monkie Kid","10+",975,435,149.99,NA,272,6,NA,NA,"Small",NA
10273,"Haunted House",2020,"Creator Expert","18+",3231,467,249.99,NA,312,8,"Box",NA,"Small","Retail - limited"
71705,"Destiny's Bounty",2020,"NINJAGO","9+",1781,479,129.99,NA,316,7,"Box",NA,"Small","Retail"
80105,"Chinese New Year Temple Fair",2020,NA,"8+",1664,409,119.99,NA,320,14,"Box",NA,NA,"Retail"
60203,"Ski Resort",2019,"City","6+",806,348,89.99,NA,328,11,"Box",1500,"Small","Retail"
71044,"Disney Train and Station",2019,"Powered UP","12+",2925,509,329.99,NA,397,5,"Box",4120,"Small","LEGO exclusive"
76139,"1989 Batmobile",2019,"Batman","16+",3306,484,249.99,NA,404,3,"Box",NA,"Small",NA
21318,"Tree House",2019,"Ideas","16+",3036,482,199.99,NA,428,4,"Box",3800,"Small","Retail - limited"
70840,"Welcome to Apocalypseburg!",2019,"THE LEGO MOVIE 2","16+",3178,692,299.99,NA,452,13,"Box",NA,"Small","LEGO exclusive"
75936,"Jurassic Park: T. rex Rampage",2019,"Jurassic World","16+",3120,525,249.99,NA,464,6,"Box",NA,"Small","LEGO exclusive"
80013,"Monkie Kid's Team Secret HQ",2020,"Monkie Kid","10+",1105,622,169.99,NA,556,7,NA,NA,"Small",NA
21323,"Grand Piano",2020,"Ideas","18+",3662,345,349.99,NA,564,0,"Box",NA,"Small","Retail - limited"
42115,"Lamborghini Sián FKP 37",2020,"Technic","18+",3696,293,379.99,NA,657,0,"Box",NA,"Small","Retail"
10275,"Elf Club House",2020,NA,"18+",1197,NA,NA,NA,NA,0,"Box",NA,NA,"LEGO exclusive"
11915,"NINJAGO Build Your Own Adventure parts",2018,NA,"NA",NA,NA,NA,NA,NA,1,"Polybag",NA,NA,"Retail"
11917,"Animal Atlas parts",2018,NA,"6+",60,36,NA,NA,NA,0,"Polybag",NA,NA,NA
11920,"Parts for Star Wars: Build Your Own Adventure Galactic Missions",2019,NA,"NA",66,34,NA,NA,NA,1,"Polybag",NA,NA,NA
11923,"Parts for Harry Potter: Build Your Own Adventure",2019,NA,"6+",101,NA,NA,NA,NA,1,"Polybag",NA,NA,NA
11926,"Parts for Wooden Minifigure",2019,NA,"NA",29,21,NA,NA,NA,0,"Polybag",NA,NA,NA
21038,"Las Vegas",2018,NA,"12+",487,NA,NA,NA,NA,0,"Box",NA,NA,"Retail"
30342,"Lamborghini Huracán Super Trofeo EVO",2020,"Speed Champions","6+",70,32,4.99,NA,NA,0,"Polybag",NA,"Small","Retail - limited"
30370,"Diver",2020,NA,"5+",22,20,NA,NA,NA,1,"Polybag",30,NA,"Retail - limited"
30385,"Super Mushroom Surprise",2020,NA,"6+",18,15,4.99,NA,NA,0,"Polybag",NA,NA,"Retail - limited"
30420,"Harry Potter and Hedwig: Owl Delivery",2020,NA,"NA",31,19,NA,NA,NA,1,"Polybag",NA,NA,"LEGO exclusive"
30541,"Build a Duck",2018,NA,"6+",10,6,1.99,NA,NA,0,"Polybag",NA,NA,"Retail - limited"
30576,"Christmas Tree",2020,NA,"6+",70,27,4.99,NA,NA,0,"Polybag",NA,NA,NA
30614,"Lex Luthor",2018,NA,"NA",4,4,NA,NA,NA,1,"Polybag",NA,NA,NA
30617,"Green Lantern Jessica Cruz",2018,NA,"NA",4,4,NA,NA,NA,1,"Polybag",NA,NA,"Promotional"
30623,"SHAZAM!",2019,NA,"6+",5,5,NA,NA,NA,1,"Polybag",NA,NA,NA
31199,"Marvel Studios Iron Man",2020,"LEGO Art","18+",3167,35,119.99,NA,NA,0,"Box",NA,"Small","LEGO exclusive"
40303,"Vehicle Set",2018,NA,"6+",79,43,NA,NA,NA,0,"Polybag",80,NA,"LEGO exclusive"
40304,"Numbers",2018,NA,"1½+",11,10,5.99,NA,NA,0,"Polybag",NA,NA,NA
40309,"Food Accessories",2018,"Xtra","6+",30,16,3.99,NA,NA,0,"Polybag",20,"Small","LEGO exclusive"
40310,"Botanical Accessories",2018,"Xtra","6+",24,11,3.99,NA,NA,0,"Polybag",20,"Small","LEGO exclusive"
40313,"Bicycles",2018,"Xtra","6+",21,13,3.99,NA,NA,0,"Polybag",10,"Small","LEGO exclusive"
40316,"Geoffrey",2018,NA,"NA",NA,NA,NA,NA,NA,0,"Box",NA,NA,NA
40318,"MSC Cruises",2019,NA,"8+",181,59,NA,NA,NA,0,"Box",NA,NA,"Promotional"
40341,"Sea Accessories",2019,"Xtra","6+",24,22,3.99,NA,NA,0,"Polybag",30,"Small","LEGO exclusive"
40356,"LEGO House Exclusive Minifigure 2019",2019,NA,"4+",7,7,NA,NA,NA,1,"Other",NA,NA,"LEGO exclusive"
40357,"BYGGLEK",2020,NA,"NA",201,NA,NA,NA,NA,0,"Box",NA,NA,"Retail - limited"
40381,"Monkey King",2020,"BrickHeadz","10+",175,56,9.99,NA,NA,0,"Box",NA,"Small","LEGO exclusive"
40386,"Batman",2020,"LEGO Brick Sketches","8+",115,54,19.99,NA,NA,0,"Box",NA,"Small","LEGO exclusive"
40391,"First Order Stormtrooper",2020,"Star Wars","8+",151,55,19.99,NA,NA,0,"Box",NA,"Small","LEGO exclusive"
40394,"LEGO House Chef",2020,NA,"NA",NA,6,NA,NA,NA,0,"Polybag",NA,NA,"Not sold"
40400,"Bird in a tree",2020,NA,"NA",NA,22,NA,NA,NA,0,"Polybag",NA,NA,"Not sold"
40401,"Dog and Cat Friendship Day",2020,NA,"NA",NA,30,NA,NA,NA,0,"Polybag",NA,NA,"Not sold"
40402,"Youth Day Kids",2020,NA,"NA",NA,36,NA,NA,NA,0,"Polybag",NA,NA,"Not sold"
40403,"Literacy Day Unicorn",2020,NA,"NA",NA,NA,NA,NA,NA,0,"Polybag",NA,NA,"Not sold"
40404,"Teachers' Day",2020,NA,"NA",NA,NA,NA,NA,NA,0,"Polybag",NA,NA,"Not sold"
40412,"Hagrid & Buckbeak",2020,"Harry Potter","10+",270,89,19.99,NA,NA,0,"Box",NA,"Small","LEGO exclusive"
40414,"Monty Mole & Super Mushroom",2020,NA,"NA",163,83,NA,NA,NA,2,"Box",NA,NA,"LEGO exclusive"
40422,"Frankenstein",2020,"BrickHeadz","10+",108,NA,9.99,NA,NA,0,"Box",NA,"Small","Retail"
40423,"Halloween Hayride",2020,NA,"7+",148,77,12.99,NA,NA,0,"Box",NA,NA,"LEGO exclusive"
40424,"Winter Snowball Fight",2020,NA,"7+",149,78,12.99,NA,NA,0,"Box",NA,NA,"LEGO exclusive"
40428,"The Joker",2020,"LEGO Brick Sketches","8+",170,71,19.99,NA,NA,0,"Box",NA,"Small","LEGO exclusive"
40429,"Ninjago World",2020,NA,"NA",440,138,NA,NA,NA,4,"Box",NA,NA,"LEGOLAND exclusive"
40431,"BB-8",2020,"Star Wars","8+",171,68,19.99,NA,NA,0,"Box",NA,"Small","LEGO exclusive"
40432,"Rebuild the World minifigure",2019,NA,"NA",NA,6,NA,NA,NA,0,NA,NA,NA,NA
40438,"Extra Dots - Levi Jeans Confetti Bag",2020,NA,"NA",110,NA,NA,NA,NA,0,"Foil pack",NA,NA,NA
40474,"Build your own Monkey King",2020,NA,"6+",24,18,NA,NA,NA,0,"Polybag",NA,NA,NA
40501,"The Wooden Duck",2020,NA,"10+",621,163,NA,NA,NA,0,"Box",NA,NA,"LEGO exclusive"
41410,"Andrea's Summer Play Cube",2020,NA,"6+",43,39,NA,NA,NA,0,"Plastic canister",NA,NA,"Retail"
41411,"Stephanie's Summer Play Cube",2020,NA,"6+",47,37,NA,NA,NA,0,"Plastic canister",NA,NA,"Retail"
41412,"Olivia's Summer Play Cube",2020,NA,"6+",48,39,NA,NA,NA,0,"Plastic canister",NA,NA,"Retail"
41413,"Mia's Summer Play Cube",2020,NA,"6+",50,40,NA,NA,NA,0,"Plastic canister",NA,NA,"Retail"
41414,"Emma's Summer Play Cube",2020,NA,"NA",NA,45,NA,NA,NA,0,NA,NA,NA,NA
41420,"Friends Advent Calendar",2020,"Friends","6+",236,163,29.99,NA,NA,0,"Box",NA,"Small","Retail"
41909,"Mermaid Vibes Bracelets",2020,NA,"NA",NA,NA,NA,NA,NA,0,"Polybag",NA,NA,NA
41910,"Ice Cream Besties Bracelets",2020,NA,"NA",NA,NA,NA,NA,NA,0,"Polybag",NA,NA,NA
41918,"Adventure Bracelets",2020,NA,"NA",NA,NA,NA,NA,NA,0,"Polybag",NA,NA,NA
42113,"Bell-Boeing V-22 Osprey",2020,NA,"11+",1636,167,NA,NA,NA,0,"Box",NA,NA,"Retail"
45025,"Coding Express",2018,"LEGO Education","2-5",234,109,198.95,NA,NA,6,"Box",NA,"Small","Educational"
45026,"Tubes",2020,"LEGO Education","3-6",150,49,139.95,NA,NA,0,"Box",NA,"Small","Educational"
45027,"Letters",2020,NA,"3 - 6",130,33,NA,NA,NA,0,"Box",NA,NA,"Educational"
45028,"My XL World",2020,"LEGO Education","2-6",480,109,239.95,NA,NA,0,"Box",NA,"Small","Educational"
45029,"Animals",2020,NA,"NA",NA,59,NA,NA,NA,0,NA,NA,NA,NA
45030,"People",2020,NA,"NA",NA,44,NA,NA,NA,0,NA,NA,NA,NA
45601,"Large Hub",2020,NA,"NA",NA,1,NA,NA,NA,0,NA,NA,NA,NA
45602,"Large Angular Motor",2020,NA,"NA",NA,1,NA,NA,NA,0,NA,NA,NA,NA
45603,"Medium Angular Motor",2020,NA,"NA",NA,1,NA,NA,NA,0,NA,NA,NA,NA
45604,"Distance Sensor",2020,NA,"NA",NA,1,NA,NA,NA,0,NA,NA,NA,NA
45605,"Colour Sensor",2020,NA,"NA",NA,1,NA,NA,NA,0,NA,NA,NA,NA
45606,"Force Sensor",2020,NA,"NA",NA,1,NA,NA,NA,0,NA,NA,NA,NA
45610,"Large hub battery",2020,NA,"NA",1,1,NA,NA,NA,0,NA,NA,NA,NA
45680,"Expansion Set",2020,"LEGO Education","10+",603,103,99.95,NA,NA,0,"Box",NA,"Small","Educational"
45806,"FIRST LEGO League (FLL) Challenge 2018 - Into Orbit",2018,NA,"NA",NA,338,NA,NA,NA,2,"Box",NA,NA,"Educational"
45807,"Mission Moon",2018,NA,"NA",693,203,NA,NA,NA,0,"Box",NA,NA,"Not sold"
45813,"Challenge Set 2020",2020,NA,"NA",NA,229,NA,NA,NA,0,NA,NA,NA,NA
45814,"Explore Set",2020,NA,"NA",NA,216,NA,NA,NA,0,"Box",NA,NA,"Not sold"
45815,"Discover Set",2020,NA,"NA",NA,23,NA,NA,NA,0,"Box",NA,NA,"Not sold"
51515,"Robot Inventor",2020,NA,"10+",949,NA,NA,NA,NA,0,"Box",NA,NA,"Retail - limited"
60268,"City Advent Calendar",2020,"City","5+",342,183,29.99,NA,NA,0,"Box",NA,"Small","Retail"
60271,"Main Square",2020,"City","6+",1517,510,199.99,NA,NA,0,"Box",NA,"Small","LEGO exclusive"
71361,"Paragoomba",2020,"LEGO Super Mario","6+",23,NA,4.99,NA,NA,0,"Foil pack",NA,"Small","Retail"
71374,"Nintendo Entertainment System",2020,"LEGO Super Mario","18+",2646,516,229.99,NA,NA,1,"Box",NA,"Small","LEGO exclusive"
71377,"King Boo and the Haunted Yard",2020,"LEGO Super Mario","8+",431,144,49.99,NA,NA,3,"Box",NA,"Small","Retail - limited"
75279,"Star Wars Advent Calendar",2020,"Star Wars","6+",311,185,39.99,NA,NA,0,"Box",NA,"Small","Retail"
75290,"Mos Eisley Cantina",2020,"Star Wars","18+",3187,NA,349.99,NA,NA,0,"Box",NA,"Small","LEGO exclusive"
75318,"The Child",2020,NA,"10+",NA,NA,NA,NA,NA,0,"Box",NA,NA,"Retail"
75546,"Minions in Gru's Lab",2020,NA,"NA",87,NA,NA,NA,NA,0,"Box",NA,NA,"Retail"
75547,"Minion Pilot in Training",2020,NA,"NA",119,NA,NA,NA,NA,0,"Box",NA,NA,"Retail"
75550,"Minions Kung Fu Battle",2020,NA,"NA",310,NA,NA,NA,NA,0,"Box",NA,NA,"Retail"
75978,"Diagon Alley",2020,"Harry Potter","16+",5544,1067,399.99,NA,NA,14,"Box",NA,"Small","LEGO exclusive"
75981,"Harry Potter Advent Calendar",2020,"Harry Potter","7+",335,196,39.99,NA,NA,0,"Box",NA,"Small","Retail"
75987,"Omnic Bastion",2018,NA,"10+",182,78,NA,NA,NA,0,"Box",NA,NA,"Retail - limited"
77906,"Wonder Woman",2020,"DC","7+",255,NA,39.99,NA,NA,0,"Box",NA,"Small","Retail - limited"
80014,"Sandy's Speedboat",2020,"Monkie Kid","8+",394,188,59.99,NA,NA,4,"Box",NA,"Small","Retail"
80015,"Monkie Kid's Cloud Roadster",2020,"Monkie Kid","8+",659,227,69.99,NA,NA,0,"Box",NA,"Small","Retail"
80016,"The Flaming Foundry",2020,"Monkie Kid","9+",1427,425,139.99,NA,NA,0,"Box",NA,"Small","Retail"
88005,"Headlight Set",2018,"Powered UP","7+",1,NA,9.99,NA,NA,0,"Polybag",10,"Small","LEGO exclusive"
88006,"Boost Hub",2019,"Powered UP","7+",1,1,79.99,NA,NA,0,NA,NA,"Small",NA
88007,"Distance Sensor",2019,"Powered UP","7+",1,1,13.99,NA,NA,0,NA,NA,"Small",NA
88008,"Motor",2019,"Powered UP","7+",1,1,16.99,NA,NA,0,"Polybag",50,"Small","LEGO exclusive"
88009,"Hub",2019,"Powered UP","7+",1,1,49.99,NA,NA,0,NA,NA,"Small",NA
88010,"Remote Control",2019,"Powered UP","7+",1,1,22.99,NA,NA,0,NA,NA,"Small",NA
88011,"Train motor",2019,"Powered UP","7+",7,3,13.99,NA,NA,0,NA,NA,"Small",NA
88012,"Technic Hub",2020,"Powered UP","7+",1,1,89.99,NA,NA,0,NA,NA,"Small",NA
88013,"Technic Large Motor",2020,"Powered UP","7+",1,1,39.99,NA,NA,0,NA,NA,"Small",NA
88014,"Technic XL Motor",2020,"Powered UP","7+",1,1,39.99,NA,NA,0,NA,NA,"Small",NA
2000455,"FIRST LEGO League Jr. promotional set",2019,NA,"NA",NA,9,NA,NA,NA,0,"Polybag",NA,NA,"Not sold"
2000456,"Spike Prime Marketing Kit",2019,NA,"NA",150,32,NA,NA,NA,0,"Polybag",NA,NA,"Not sold"
4000025,"LEGO Ferguson Tractor",2018,NA,"NA",NA,NA,NA,NA,NA,0,"Box",NA,NA,"Not sold"
4000026,"LEGO House Tree of Creativity",2018,NA,"NA",837,132,NA,NA,NA,1,"Box",NA,NA,"Promotional"
4000028,"House",2018,NA,"6+",64,NA,NA,NA,NA,0,"Box",NA,NA,"Retail - limited"
4000029,"Windmill",2018,NA,"6+",45,NA,NA,NA,NA,0,"Box",NA,NA,"Retail - limited"
4000030,"Truck",2018,NA,"6+",44,NA,NA,NA,NA,0,"Box",NA,NA,"Retail - limited"
4000031,"Exclusive T. rex",2018,NA,"6+",70,24,NA,NA,NA,0,"Box",NA,NA,"Not sold"
4000034,"LEGO System House",2019,NA,"NA",NA,NA,NA,NA,NA,0,"Box",NA,NA,"Not sold"
4000036,"LEGO Play Day polybag",2019,NA,"6+",39,22,NA,NA,NA,0,"Polybag",NA,NA,"Not sold"
4002018,"Employee Christmas Gift",2018,NA,"NA",1099,NA,NA,NA,NA,0,"Box",NA,NA,"Not sold"
4002019,"Christmas X-wing",2019,NA,"10+",1038,NA,NA,NA,NA,3,"Box",NA,NA,"Not sold"
41900,"Rainbow Bracelet",2020,"DOTS","6+",33,9,4.99,NA,NA,0,"Foil pack",NA,"Small","Retail"
43187,"Rapunzel's Tower",2020,"Disney","6+",369,185,59.99,NA,NA,0,"Box",NA,"Small","Retail"
43188,"Aurora's Forest Cottage",2020,"Disney","5+",300,163,39.99,NA,NA,0,"Box",NA,"Small","Retail"
45678,"SPIKE Prime Set",2020,"LEGO Education","10+",528,108,329.95,NA,NA,2,NA,NA,"Small",NA
71367,"Mario's House & Yoshi",2020,"LEGO Super Mario","6+",205,114,29.99,NA,NA,2,"Box",NA,"Small","Retail"
71368,"Toad's Treasure Hunt",2020,"LEGO Super Mario","8+",464,195,69.99,NA,NA,4,"Box",NA,"Small","Retail"
71369,"Bowser's Castle Boss Battle",2020,"LEGO Super Mario","8+",1010,346,99.99,NA,NA,0,"Box",NA,"Small","Retail"
71371,"Propeller Mario Power-Up Pack",2020,"LEGO Super Mario","6+",13,11,9.99,NA,NA,0,"Box",NA,"Small","Retail"
